timestamp,operation,controller,details,username,status
Tue May 21 01:31:02 EEST 2019,READ,controller.CaseController,Read case with id=3,medic2,OK
Tue May 21 01:31:20 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.PatientController,User reads data from patient with id=18,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 01:31:20 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 01:31:25 EEST 2019,UPDATE,controller.MedicController,Medic accepts request from patient with id=18,medic1,OK
Tue May 21 01:31:54 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,bogdan,OK
Tue May 21 01:31:55 EEST 2019,READ,controller.PatientController,Patient reads his data,bogdan,OK
Tue May 21 01:31:55 EEST 2019,READ,controller.PatientController,Patient reads his data,bogdan,OK
Tue May 21 01:31:55 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 01:31:55 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 01:32:02 EEST 2019,CREATE,controller.CaseController,Patient creates case,bogdan,OK
Tue May 21 01:32:16 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 01:32:16 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 01:50:02 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 01:50:02 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 01:50:03 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 01:50:03 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 01:56:16 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 01:56:17 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 01:56:56 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 01:56:56 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:01:16 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:01:16 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:02:05 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:02:05 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:05:11 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:05:11 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:06:48 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:06:48 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:07:21 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:07:21 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:07:47 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:07:47 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:08:13 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:08:13 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:08:13 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:08:13 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:08:13 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:08:14 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:08:14 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:08:14 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:08:14 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:08:14 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:13:12 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:13:12 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:26:26 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:26:26 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:26:30 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:26:30 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,medic1,OK
Tue May 21 02:26:30 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:26:30 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:26:59 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:26:59 EEST 2019,READ,controller.PatientController,User reads data from patient with id=16,medic1,OK
Tue May 21 02:26:59 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:26:59 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:33:29 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,medic1,OK
Tue May 21 02:33:29 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:33:29 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:33:29 EEST 2019,READ,controller.MedicController,Medic reads his patient requests,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.MedicController,Medic reads his data,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.PatientController,User reads data from patient with id=5,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.CaseController,Read case with id=3,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.CaseController,Read case with id=4,medic1,OK
Tue May 21 02:33:30 EEST 2019,READ,controller.CaseController,Read case with id=5,medic1,OK
Tue May 21 02:33:33 EEST 2019,READ,controller.CaseController,Read case with id=1,medic1,OK
Tue May 21 02:33:33 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,medic1,OK
Tue May 21 02:33:33 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:33:33 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:33:51 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:33:52 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 02:33:57 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:33:57 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 02:33:57 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:33:57 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:49:52 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:49:52 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 02:49:55 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:49:55 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 02:49:55 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:49:55 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:51:30 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:51:30 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 02:51:35 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:51:35 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 02:51:35 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:51:35 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:52:12 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:52:12 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 02:52:15 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:52:16 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 02:52:16 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:52:16 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:53:30 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 02:53:30 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:53:30 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 02:53:30 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:53:31 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:53:31 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:53:31 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 02:53:34 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 02:53:35 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 02:53:35 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 02:53:35 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 02:54:26 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 02:54:31 EEST 2019,READ,controller.MedicController,User reads all medics with specialization=myspec1,,OK
Tue May 21 03:03:42 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:03:42 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 03:03:46 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:03:47 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:03:47 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:03:47 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:04:00 EEST 2019,UPDATE,controller.CaseController,Patient adds symptom to case with id=1,patient1,OK
Tue May 21 03:04:42 EEST 2019,UPDATE,controller.CaseController,Patient removes symptom from case with id=1,patient1,OK
Tue May 21 03:04:49 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:04:49 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:04:49 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:04:49 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:05:02 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:05:02 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 03:05:05 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:05:07 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:05:07 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:05:07 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:07:33 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:07:33 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 03:07:37 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:07:38 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:07:38 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:07:38 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:08:08 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:08:08 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 03:08:11 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:08:12 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:08:12 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:08:12 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:08:22 EEST 2019,UPDATE,controller.CaseController,Patient adds symptom to case with id=1,patient1,OK
Tue May 21 03:08:45 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:08:45 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:08:45 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:08:45 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:08:49 EEST 2019,UPDATE,controller.CaseController,Patient removes symptom from case with id=1,patient1,OK
Tue May 21 03:08:52 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:08:52 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
Tue May 21 03:08:52 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:08:52 EEST 2019,READ,controller.MedicController,User reads medic with id=3,,OK
Tue May 21 03:10:00 EEST 2019,AUTHENTICATE,controller.AuthenticationController,User tries to login,patient1,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.PatientController,Patient reads his data,patient1,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.MedicController,User reads all medics,,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.MedicController,User reads medic with id=1,,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:10:00 EEST 2019,READ,controller.CaseController,Read case with id=4,patient1,OK
Tue May 21 03:10:03 EEST 2019,READ,controller.CaseController,Read case with id=1,patient1,OK
Tue May 21 03:10:05 EEST 2019,READ,controller.PatientController,User reads data from patient with id=4,patient1,OK
